 U-235(n,total fission) ENDFB-8.0
Energy(eV) XS(b)
780.472 24.1870
780.476 25.0758
780.479 26.0261
780.483 27.0434
780.487 28.1332
780.491 29.3017
780.495 30.5555
780.498 31.9015
780.502 33.3471
780.506 34.8998
780.510 36.5674
780.514 38.3573
780.517 40.2764
780.521 42.3308
780.525 44.5247
780.529 46.8595
780.533 49.3329
780.536 51.8666
780.540 54.2195
780.543 56.5693
780.546 58.9657
780.549 61.3806
780.552 63.8525
780.556 66.1853
780.559 68.4001
780.562 70.4340
780.565 72.2681
780.569 73.7155
780.572 74.7628
780.575 75.3428
780.578 75.3934
780.581 74.8747
780.585 73.7841
780.588 72.1353
780.591 69.8928
780.594 67.2567
780.598 64.2470
780.601 60.9538
780.604 57.3588
780.607 53.7710
780.610 50.1634
780.614 46.6035
780.617 43.0396
780.620 39.7290
780.623 36.5899
780.627 33.6396
780.630 30.8038
780.633 28.2561
780.636 25.9040
780.639 23.7405
780.642 21.9346
780.645 20.2677
780.648 18.7311
780.651 17.3160
780.654 16.0136
780.657 14.8156
780.660 13.7136
780.663 12.7000
780.666 11.7677
780.668 10.9097
780.671 10.1201
780.674 9.39283
780.677 8.72279
780.680 8.10509
780.683 7.53531
780.686 7.02683
780.689 6.53975
780.692 6.08959
780.694 5.67327
780.697 5.28798
780.703 4.60054
780.709 4.01891
780.715 3.50809
780.720 3.06671
780.726 2.68447
780.732 2.35810
780.738 2.06901
780.744 1.81724
780.749 1.59765
780.755 1.40897
780.761 1.24093
780.767 1.09390
780.772 0.965187
780.778 0.854290
780.784 0.755353
780.790 0.668732
780.801 0.527755
780.813 0.419269
780.824 0.337916
780.836 0.276674
780.847 0.232320
780.859 0.200710
780.871 0.179775
780.882 0.167064
780.894 0.161161
780.905 0.160642
780.917 0.164469
780.928 0.171859
780.940 0.182006
780.951 0.194532
780.963 0.208780
780.986 0.241532
781.009 0.278148
781.032 0.317461
781.055 0.358343
781.079 0.400588
781.102 0.444169
781.125 0.489385
781.148 0.536898
781.171 0.587832
781.194 0.643982
781.217 0.708197
781.240 0.785097
781.252 0.830761
781.263 0.882470
781.275 0.943061
781.286 1.01410
781.298 1.10050
781.310 1.20586
781.321 1.33937
781.333 1.50927
781.338 1.61372
781.344 1.73400
781.350 1.87318
781.356 2.03190
781.362 2.21994
781.367 2.43963
781.373 2.69633
781.379 2.98997
781.385 3.36129
781.391 3.78254
781.397 4.26546
781.403 4.78358
781.410 5.33008
781.416 5.85069
781.422 6.31599
781.425 6.51014
781.428 6.66785
781.431 6.79692
781.434 6.89053
781.437 6.94948
781.440 6.97581
781.447 6.95024
781.453 6.85224
781.459 6.71962
781.465 6.59128
781.471 6.48983
781.477 6.43695
781.483 6.44026
781.488 6.49903
781.494 6.61851
781.499 6.80399
781.505 7.06614
781.510 7.40102
781.516 7.81766
781.521 8.31978
781.525 8.65176
781.528 9.01245
781.534 9.79991
781.540 10.6675
781.547 11.5670
781.553 12.4218
781.556 12.8076
781.559 13.1325
781.563 13.4044
781.566 13.5952
781.569 13.7085
781.572 13.7325
781.575 13.6678
781.578 13.5157
781.582 13.2835
781.585 12.9919
781.588 12.6342
781.591 12.2450
781.597 11.3733
781.604 10.4632
781.610 9.57699
781.616 8.75224
781.622 8.00677
781.627 7.48513
781.632 7.01332
781.637 6.58853
781.642 6.21452
781.647 5.87181
781.652 5.57060
781.657 5.29462
781.661 5.05180
781.666 4.82889
781.671 4.63228
781.676 4.45128
781.681 4.29114
781.690 4.01203
781.700 3.78231
781.710 3.59225
781.720 3.43433
781.729 3.30274
781.739 3.19293
781.749 3.10134
781.758 3.02516
781.768 2.96214
781.778 2.91049
781.788 2.86840
781.797 2.83556
781.817 2.79268
781.836 2.77594
781.855 2.78197
781.875 2.80885
781.894 2.85582
781.914 2.92306
781.933 3.01165
781.953 3.12421
781.972 3.26261
781.982 3.34295
781.991 3.43156
782.001 3.52919
782.011 3.63673
782.020 3.75520
782.030 3.88575
782.040 4.02976
782.050 4.18879
782.059 4.36465
782.069 4.55946
782.079 4.77567
782.088 5.01614
782.098 5.28424
782.108 5.58387
782.117 5.91964
782.127 6.29698
782.137 6.72226
782.147 7.20301
782.151 7.46971
782.156 7.74809
782.161 8.05114
782.166 8.36794
782.171 8.71328
782.176 9.07476
782.181 9.46932
782.185 9.88280
782.190 10.3346
782.195 10.8084
782.200 11.3265
782.205 11.8701
782.210 12.4646
782.214 13.0882
782.219 13.7696
782.224 14.4837
782.229 15.2627
782.234 16.0770
782.239 16.9623
782.244 17.8836
782.249 18.9846
782.254 20.1304
782.260 21.3607
782.265 22.6239
782.270 23.9576
782.276 25.2986
782.281 26.6783
782.286 28.0221
782.292 29.3511
782.297 30.5832
782.302 31.7277
782.308 32.7051
782.313 33.5155
782.318 34.0979
782.324 34.4458
782.329 34.5456
782.334 34.3897
782.340 33.9931
782.345 33.3609
782.350 32.5446
782.356 31.5478
782.361 30.4433
782.367 29.2261
782.372 27.9747
782.383 25.3921
782.393 22.8785
782.399 21.6734
782.404 20.5437
782.409 19.4711
782.415 18.4581
782.421 17.2808
782.428 16.1952
782.434 15.1976
782.441 14.2962
782.447 13.4577
782.454 12.6907
782.461 11.9893
782.467 11.3571
782.474 10.7692
782.480 10.2309
782.487 9.73749
782.493 9.29136
782.500 8.87500
782.507 8.49765
782.513 8.14462
782.520 7.82387
782.526 7.52302
782.533 7.24493
782.539 6.98754
782.546 6.75251
782.553 6.53095
782.559 6.32815
782.566 6.13653
782.572 5.96073
782.585 5.63896
782.598 5.36029
782.612 5.11609
782.625 4.90138
782.638 4.71071
782.651 4.54353
782.664 4.39543
782.677 4.26403
782.690 4.14647
782.703 4.04282
782.717 3.95066
782.730 3.86878
782.743 3.79559
782.756 3.73130
782.769 3.67455
782.782 3.62466
782.808 3.54306
782.835 3.48350
782.861 3.44296
782.887 3.41998
782.914 3.41359
782.940 3.42351
782.966 3.45036
782.992 3.49540
783.019 3.56167
783.032 3.60385
783.045 3.65311
783.058 3.71089
783.071 3.77757
783.084 3.85514
783.097 3.94565
783.110 4.05262
783.124 4.17794
783.137 4.32701
783.150 4.50608
783.163 4.72556
783.170 4.85362
783.176 4.99410
783.183 5.15362
783.189 5.33000
783.196 5.53193
783.202 5.75709
783.209 6.01705
783.215 6.31409
783.222 6.65471
783.229 7.03999
783.235 7.48986
783.242 7.99878
783.248 8.58958
783.255 9.24796
783.261 9.89662
783.266 10.5909
783.272 11.3052
783.278 11.9839
783.281 12.3011
783.284 12.5867
783.287 12.8299
783.289 13.0143
783.292 13.1434
783.295 13.2007
783.298 13.1803
783.301 13.0839
783.304 12.9052
783.307 12.6508
783.310 12.3285
783.312 11.9487
783.315 11.5239
783.318 11.0670
783.324 10.1233
783.330 9.16936
783.335 8.29465
783.341 7.49922
783.347 6.82051
783.350 6.48364
783.353 6.17682
783.357 5.89823
783.360 5.64584
783.366 5.21130
783.373 4.85702
783.379 4.56856
783.385 4.33364
783.392 4.14217
783.398 3.98600
783.405 3.85856
783.411 3.75460
783.417 3.66992
783.424 3.60117
783.437 3.50114
783.449 3.43851
783.462 3.40269
783.475 3.38657
783.488 3.38526
783.501 3.39536
783.513 3.41449
783.526 3.44092
783.552 3.51119
783.577 3.59998
783.603 3.70420
783.629 3.82257
783.654 3.95494
783.680 4.10196
783.705 4.26492
783.731 4.44576
783.757 4.64704
783.782 4.87206
783.808 5.12505
783.833 5.41136
783.846 5.56906
783.859 5.73779
783.872 5.91869
783.885 6.11308
783.897 6.32246
783.910 6.54854
783.923 6.79327
783.936 7.05890
783.949 7.34800
783.961 7.66357
783.974 8.00902
783.987 8.38834
784.000 8.80614
784.013 9.26776
784.025 9.77940
784.038 10.3483
784.051 10.9827
784.064 11.6922
784.077 12.4879
784.083 12.9219
784.089 13.3823
784.096 13.8708
784.102 14.3893
784.109 14.9398
784.115 15.5243
784.121 16.1448
784.128 16.8034
784.134 17.5020
784.141 18.2427
784.147 19.0270
784.153 19.8564
784.160 20.7320
784.166 21.6544
784.174 22.8727
784.182 24.1449
784.190 25.4809
784.198 26.8721
784.206 28.3062
784.214 29.7659
784.222 31.2288
784.229 32.6670
784.237 34.0647
784.245 35.3502
784.253 36.5028
784.261 37.4846
784.269 38.2613
784.277 38.8054
784.285 39.0991
784.293 39.1357
784.301 38.9165
784.309 38.4639
784.317 37.8026
784.324 36.9653
784.332 35.9878
784.340 34.9066
784.356 32.5684
784.372 30.1667
784.388 27.8894
784.396 26.8216
784.404 25.8100
784.411 24.8580
784.419 23.9668
784.427 23.1262
784.435 22.3467
784.443 21.6262
784.451 20.9700
784.459 20.3586
784.467 19.8045
784.475 19.2904
784.483 18.8264
784.491 18.3977
784.499 18.0076
784.507 17.6536
784.515 17.3368
784.523 17.0472
784.531 16.7897
784.547 16.3500
784.563 16.0023
784.579 15.7395
784.595 15.5497
784.610 15.4253
784.626 15.3595
784.642 15.3483
784.658 15.3870
784.674 15.4727
784.690 15.6039
784.706 15.7779
784.714 15.8816
784.722 15.9946
784.730 16.1199
784.738 16.2544
784.746 16.4018
784.754 16.5607
784.762 16.7314
784.770 16.9121
784.778 17.1078
784.786 17.3145
784.794 17.5381
784.802 17.7742
784.810 18.0302
784.818 18.3047
784.826 18.5999
784.833 18.9143
784.841 19.2591
784.849 19.6297
784.857 20.0410
784.865 20.4893
784.869 20.7350
784.873 20.9950
784.877 21.2709
784.881 21.5645
784.885 21.8778
784.889 22.2132
784.893 22.5734
784.897 22.9513
784.901 23.3696
784.905 23.8230
784.909 24.3153
784.913 24.8372
784.917 25.4197
784.921 26.0541
784.925 26.7436
784.929 27.4703
784.931 27.9638
784.934 28.4565
784.936 28.9657
784.939 29.4882
784.943 30.5545
784.948 31.6025
784.951 32.1159
784.953 32.5720
784.956 32.9793
784.958 33.3252
784.960 33.5979
784.963 33.7878
784.965 33.8881
784.968 33.8962
784.970 33.8078
784.972 33.6360
784.975 33.3884
784.977 33.0771
784.980 32.7157
784.982 32.3185
784.987 31.4703
784.992 30.6075
784.997 29.8288
784.999 29.4756
785.001 29.1496
785.004 28.8517
785.006 28.5819
785.009 28.2833
785.012 28.0260
785.015 27.8072
785.018 27.6241
785.021 27.4737
785.024 27.3531
785.027 27.2594
785.030 27.1921
785.033 27.1416
785.036 27.1136
785.040 27.1056
785.043 27.1156
785.049 27.1820
785.056 27.2982
785.062 27.4581
785.068 27.6493
785.075 27.8720
785.081 28.1146
785.087 28.3809
785.094 28.6644
785.100 28.9624
785.106 29.2680
785.113 29.5892
785.119 29.9144
785.132 30.5929
785.145 31.3006
785.157 32.0198
785.170 32.7498
785.183 33.4851
785.195 34.2204
785.208 34.9505
785.234 36.3733
785.259 37.7142
785.284 38.9166
785.310 39.9435
785.335 40.7431
785.361 41.2836
785.386 41.5320
785.412 41.4745
785.437 41.1086
785.463 40.4427
785.488 39.5070
785.513 38.3296
785.539 36.9623
785.564 35.4400
785.590 33.8204
785.641 30.4362
785.691 27.0726
785.717 25.4577
785.742 23.9160
785.768 22.4447
785.793 21.0606
785.819 19.7600
785.844 18.5429
785.865 17.5942
785.886 16.7003
785.907 15.8593
785.928 15.0688
785.950 14.3263
785.971 13.6293
785.992 12.9754
786.013 12.3618
786.034 11.7862
786.055 11.2462
786.076 10.7396
786.097 10.2640
786.118 9.81761
786.139 9.39839
786.161 9.00456
786.182 8.63615
786.203 8.28808
786.224 7.96070
786.245 7.65268
786.266 7.36274
786.287 7.08974
786.308 6.83260
786.329 6.59032
786.350 6.36304
786.371 6.14776
786.392 5.94483
786.435 5.57317
786.477 5.24307
786.519 4.95101
786.561 4.69223
786.603 4.46479
786.624 4.36219
786.646 4.26675
786.667 4.17834
786.688 4.09690
786.709 4.02239
786.730 3.95488
786.751 3.89447
786.772 3.84138
786.793 3.79591
786.814 3.75850
786.835 3.72975
786.856 3.71050
786.878 3.70161
786.899 3.70460
786.920 3.72130
786.941 3.75420
786.962 3.80667
786.983 3.88340
786.994 3.93309
787.004 3.99102
787.015 4.05891
787.025 4.13835
787.036 4.23222
787.046 4.34122
787.057 4.47052
787.067 4.62164
787.078 4.80259
787.088 5.01664
787.099 5.27685
787.104 5.42724
787.110 5.59034
787.115 5.77464
787.120 5.97985
787.125 6.20915
787.131 6.46123
787.136 6.75025
787.141 7.07709
787.147 7.44831
787.152 7.86324
787.157 8.34701
787.162 8.90315
787.165 9.21828
787.168 9.54423
787.170 9.89393
787.173 10.2690
787.176 10.6871
787.178 11.1187
787.181 11.5798
787.183 12.0709
787.186 12.6124
787.189 13.1627
787.191 13.7378
787.194 14.3322
787.196 14.7971
787.198 15.2626
787.202 16.1432
787.206 16.9227
787.208 17.2510
787.210 17.4991
787.212 17.6770
787.214 17.7533
787.216 17.7135
787.217 17.5574
787.219 17.2621
787.221 16.8562
787.223 16.3022
787.225 15.6661
787.227 14.8979
787.229 14.0500
787.231 13.1466
787.233 12.2595
787.235 11.3176
787.237 10.4334
787.241 8.71007
787.243 7.89567
787.245 7.13717
787.247 6.43750
787.249 5.82784
787.251 5.24290
787.253 4.73900
787.255 4.26002
787.257 3.85053
787.259 3.42732
787.261 3.05376
787.263 2.72474
787.265 2.44779
787.268 2.19225
787.270 1.96812
787.274 1.60714
787.278 1.32370
787.283 1.11212
787.287 0.947704
787.291 0.826813
787.296 0.734978
787.300 0.669757
787.305 0.622839
787.309 0.592388
787.313 0.573798
787.318 0.565502
787.322 0.565089
787.326 0.571098
787.335 0.598413
787.344 0.640705
787.352 0.693752
787.361 0.755016
787.370 0.823070
787.378 0.897254
787.387 0.977463
787.396 1.06299
787.404 1.15648
787.413 1.25800
787.422 1.36887
787.430 1.49077
787.439 1.62577
787.448 1.77641
787.457 1.94576
787.465 2.13525
787.474 2.35380
787.483 2.60491
787.491 2.89538
787.500 3.22935
787.504 3.42131
787.509 3.62458
787.513 3.85023
787.517 4.08973
787.522 4.35619
787.526 4.63953
787.530 4.94777
787.535 5.28324
787.539 5.66619
787.543 6.07502
787.548 6.52077
787.552 7.00637
787.557 7.53463
787.561 8.10807
787.565 8.72861
787.570 9.39707
787.575 10.2305
787.580 11.1209
787.585 12.0541
787.590 12.9862
787.595 13.9151
787.598 14.3463
787.600 14.7512
787.603 15.1357
787.605 15.4614
787.608 15.7360
787.610 15.9523
787.614 16.1393
787.616 16.2047
787.619 16.1856
787.622 16.0829
787.625 15.9093
787.627 15.6598
787.630 15.3615
787.633 15.0164
787.636 14.6345
787.641 13.7808
787.647 12.8808
787.652 11.9840
787.657 11.1374
787.661 10.6007
787.665 10.0895
787.668 9.60511
787.672 9.14798
787.675 8.71782
787.679 8.31390
787.683 7.93517
787.686 7.58997
787.692 7.07317
787.698 6.60794
787.703 6.18904
787.709 5.81785
787.715 5.47666
787.720 5.17351
787.726 4.89399
787.731 4.64478
787.737 4.41413
787.743 4.20771
787.748 4.01594
787.754 3.84364
787.760 3.68295
787.765 3.53803
787.777 3.27960
787.788 3.05771
787.799 2.86931
787.811 2.70682
787.822 2.56590
787.833 2.44307
787.845 2.33553
787.856 2.24099
787.867 2.15760
787.879 2.08321
787.890 2.01787
787.901 1.95983
787.912 1.90821
787.935 1.82148
787.958 1.75315
787.980 1.69983
788.003 1.65977
788.026 1.63122
788.048 1.61329
788.071 1.60558
788.093 1.60822
788.116 1.62175
788.139 1.64731
788.161 1.68698
788.184 1.74324
788.207 1.82044
788.218 1.86874
788.229 1.92484
788.241 1.99064
788.252 2.06661
788.263 2.15526
788.274 2.25914
788.286 2.38144
788.297 2.52626
788.308 2.69893
788.320 2.90638
788.331 3.16020
788.337 3.30761
788.342 3.46814
788.348 3.64969
788.354 3.84832
788.359 4.07400
788.365 4.32199
788.371 4.60483
788.376 4.91659
788.382 5.27284
788.388 5.66563
788.393 6.11351
788.399 6.60459
788.405 7.15879
788.410 7.75614
788.417 8.51993
788.423 9.31472
788.430 10.1116
788.433 10.4975
788.436 10.8469
788.440 11.1701
788.443 11.4357
788.446 11.6483
788.449 11.7844
788.453 11.8436
788.456 11.8168
788.459 11.7004
788.462 11.5035
788.466 11.2200
788.469 10.8647
788.472 10.4502
788.475 10.0048
788.482 9.02199
788.488 8.01313
788.495 7.04870
788.498 6.59025
788.501 6.16982
788.505 5.76264
788.508 5.39391
788.511 5.04038
788.514 4.72273
788.519 4.33306
788.523 3.99085
788.527 3.67644
788.531 3.40117
788.536 3.14860
788.540 2.92749
788.544 2.72892
788.548 2.55042
788.557 2.24173
788.565 1.99089
788.574 1.78575
788.582 1.61867
788.591 1.47840
788.599 1.36143
788.608 1.26329
788.616 1.18139
788.625 1.11102
788.633 1.05171
788.650 0.956597
788.667 0.885438
788.684 0.832237
788.701 0.791683
788.718 0.761034
788.735 0.737634
788.752 0.720125
788.785 0.697877
788.819 0.687864
788.853 0.686641
788.887 0.692210
788.921 0.703431
788.955 0.719844
788.989 0.741216
789.022 0.767832
789.056 0.799954
789.090 0.838444
789.124 0.884174
789.158 0.938441
789.192 1.00278
789.226 1.07990
789.259 1.17250
789.276 1.22633
789.293 1.28555
789.310 1.35131
789.327 1.42463
789.344 1.50730
789.361 1.59990
789.378 1.70552
789.395 1.82542
789.412 1.96428
789.429 2.12474
789.446 2.31322
789.454 2.42094
789.463 2.53747
789.471 2.66702
789.480 2.81004
789.488 2.96866
789.497 3.14324
789.505 3.34102
789.513 3.56104
789.522 3.81316
789.530 4.09704
789.539 4.42643
789.547 4.80687
789.556 5.24901
789.560 5.49410
789.564 5.75910
789.569 6.05300
789.573 6.36412
789.577 6.70107
789.581 7.06585
789.585 7.47009
789.590 7.89661
789.594 8.35547
789.598 8.84683
789.605 9.68134
789.611 10.5784
789.618 11.5062
789.624 12.3964
789.628 12.8159
789.631 13.1981
789.634 13.5307
789.637 13.7942
789.641 13.9945
789.644 14.1136
789.647 14.1460
789.651 14.0930
789.654 13.9538
789.657 13.7352
789.660 13.4470
789.664 13.1014
789.667 12.7121
789.670 12.2928
789.677 11.4281
789.683 10.5657
789.690 9.78673
789.693 9.42811
789.697 9.09700
789.700 8.79417
789.703 8.52756
789.709 8.11047
789.715 7.77399
789.720 7.51134
789.726 7.31540
789.732 7.17941
789.738 7.09732
789.744 7.06395
789.749 7.07499
789.755 7.12699
789.761 7.21724
789.767 7.34376
789.773 7.50515
789.778 7.70061
789.784 7.92982
789.790 8.19292
789.796 8.49048
789.802 8.82348
789.807 9.19327
789.813 9.60159
789.819 10.0505
789.825 10.5426
789.831 11.0804
789.836 11.6674
789.842 12.3068
789.848 13.0025
789.854 13.7586
789.860 14.5794
789.865 15.4692
789.871 16.4326
789.877 17.4738
789.883 18.5966
789.889 19.8042
789.894 21.0526
789.900 22.3822
789.905 23.7913
789.911 25.2754
789.917 26.8267
789.922 28.4331
789.928 30.0771
789.933 31.7063
789.939 33.3510
789.945 34.9466
789.950 36.4523
789.956 37.8234
789.961 39.0137
789.967 39.9787
789.973 40.6792
789.978 41.0807
789.984 41.1799
789.989 40.9633
789.995 40.4415
790.000 39.6388
790.006 38.5902
790.012 37.3381
790.017 35.9282
790.023 34.4341
790.028 32.8437
790.034 31.2214
790.045 28.0045
790.051 26.4560
790.056 24.9687
790.062 23.5528
790.067 22.2374
790.072 21.2851
790.076 20.3996
790.080 19.5574
790.084 18.7579
790.088 18.0003
790.092 17.2834
790.096 16.6057
790.100 15.9659
790.105 15.3481
790.109 14.7801
790.113 14.2452
790.117 13.7418
790.121 13.2685
790.125 12.8236
790.129 12.4058
790.133 12.0138
790.137 11.6376
790.142 11.2938
790.150 10.6713
790.158 10.1287
790.166 9.65870
790.174 9.25057
790.183 8.90873
790.191 8.62341
790.199 8.39093
790.207 8.20636
790.216 8.07181
790.224 7.98300
790.232 7.93872
790.240 7.93851
790.248 7.98213
790.257 8.06945
790.265 8.20103
790.273 8.38021
790.281 8.60385
790.290 8.87530
790.298 9.19615
790.306 9.56812
790.314 9.99288
790.322 10.4719
790.331 11.0064
790.339 11.6497
790.348 12.3584
790.357 13.1302
790.366 13.9604
790.375 14.8416
790.384 15.7630
790.402 17.6631
790.411 18.6007
790.420 19.4970
790.428 20.3250
790.437 21.0579
790.446 21.6711
790.455 22.1446
790.464 22.4649
790.473 22.6250
790.482 22.6301
790.491 22.4866
790.500 22.2090
790.508 21.8163
790.517 21.3296
790.526 20.7704
790.544 19.5151
790.562 18.1902
790.571 17.5342
790.580 16.8949
790.589 16.2788
790.597 15.6908
790.606 15.1341
790.615 14.6168
790.622 14.2458
790.629 13.8951
790.635 13.5649
790.642 13.2553
790.649 12.9665
790.655 12.6983
790.662 12.4511
790.669 12.2280
790.675 12.0224
790.682 11.8383
790.689 11.6759
790.695 11.5377
790.702 11.4203
790.709 11.3269
790.715 11.2585
790.722 11.2172
790.729 11.2035
790.735 11.2205
790.742 11.2710
790.749 11.3583
790.756 11.4866
790.762 11.6608
790.769 11.8869
790.776 12.1673
790.782 12.5189
790.789 12.9480
790.792 13.1990
790.796 13.4662
790.799 13.7583
790.802 14.0769
790.806 14.4350
790.809 14.8132
790.812 15.2365
790.816 15.6819
790.819 16.1779
790.822 16.6970
790.826 17.2541
790.829 17.8496
790.832 18.5031
790.836 19.1744
790.839 19.8795
790.842 20.6137
790.849 22.1397
790.855 23.6658
790.859 24.3891
790.862 25.0589
790.865 25.6525
790.869 26.1466
790.872 26.5185
790.875 26.7486
790.879 26.8220
790.882 26.7301
790.885 26.4611
790.889 26.0377
790.892 25.4682
790.895 24.7721
790.898 23.9725
790.902 23.0946
790.905 22.1632
790.908 21.2015
790.915 19.2663
790.922 17.4129
790.925 16.5410
790.928 15.7130
790.931 14.9314
790.935 14.1974
790.938 13.4906
790.942 12.8327
790.945 12.2216
790.948 11.6711
790.952 11.1450
790.955 10.6718
790.958 10.2200
790.962 9.81357
790.965 9.42533
790.968 9.06558
790.975 8.43110
790.982 7.88227
790.989 7.40549
790.995 6.98358
791.002 6.61936
791.009 6.29835
791.015 6.01408
791.022 5.76113
791.029 5.53503
791.036 5.33203
791.042 5.14901
791.049 4.98098
791.056 4.83065
791.069 4.56808
791.083 4.34533
791.096 4.15694
791.110 3.99355
791.123 3.85266
791.136 3.72926
791.150 3.62046
791.163 3.52334
791.177 3.43752
791.190 3.36029
791.204 3.29162
791.217 3.22956
791.230 3.17425
791.257 3.08007
791.284 3.00460
791.311 2.94569
791.338 2.90168
791.365 2.87173
791.392 2.85524
791.419 2.85253
791.445 2.86434
791.472 2.89192
791.499 2.93769
791.526 3.00485
791.540 3.04806
791.553 3.09825
791.566 3.15667
791.580 3.22449
791.593 3.30381
791.607 3.39525
791.620 3.50246
791.634 3.62670
791.647 3.77351
791.660 3.94539
791.674 4.14941
791.687 4.39353
791.694 4.53601
791.701 4.69076
791.707 4.86168
791.714 5.05096
791.721 5.26115
791.728 5.49521
791.734 5.75652
791.741 6.04898
791.748 6.38219
791.754 6.75127
791.761 7.16606
791.768 7.63182
791.775 8.15321
791.781 8.73324
791.788 9.37135
791.795 10.0606
791.801 10.7943
791.808 11.5167
791.815 12.1840
791.818 12.4777
791.822 12.7193
791.825 12.9114
791.828 13.0313
791.832 13.0756
791.835 13.0340
791.838 12.8988
791.842 12.6774
791.845 12.3599
791.848 11.9728
791.852 11.5043
791.855 10.9798
791.859 10.4153
791.862 9.84443
791.869 8.67187
791.875 7.55404
791.879 7.02691
791.882 6.54671
791.885 6.08640
791.889 5.67369
791.892 5.28320
791.895 4.93678
791.899 4.61178
791.902 4.32543
791.906 4.02121
791.910 3.75735
791.914 3.52256
791.917 3.31392
791.921 3.12871
791.925 2.96445
791.933 2.68996
791.940 2.47251
791.948 2.30540
791.955 2.17584
791.963 2.07635
791.971 2.00022
791.978 1.94484
791.986 1.90551
791.994 1.87945
792.009 1.85878
792.024 1.87046
792.039 1.90667
792.055 1.96202
792.070 2.03425
792.085 2.12073
792.100 2.22185
792.116 2.33620
792.131 2.46576
792.146 2.60972
792.161 2.77131
792.177 2.95012
792.192 3.15062
792.207 3.37272
792.222 3.62237
792.238 3.89980
792.253 4.21280
792.268 4.56200
792.276 4.75513
792.283 4.95746
792.291 5.17220
792.299 5.40022
792.306 5.64568
792.314 5.90316
792.321 6.17676
792.329 6.46750
792.337 6.78067
792.344 7.10925
792.352 7.45830
792.360 7.82898
792.367 8.22774
792.375 8.64530
792.382 9.08772
792.390 9.55590
792.400 10.2260
792.410 10.9450
792.421 11.7129
792.431 12.5204
792.441 13.3804
792.451 14.2798
792.471 16.1520
792.492 18.0523
792.502 18.9626
792.512 19.8078
792.522 20.5801
792.532 21.2409
792.543 21.7818
792.553 22.1755
792.560 22.3598
792.567 22.4698
792.574 22.5056
792.581 22.4697
792.588 22.3657
792.595 22.1995
792.602 21.9780
792.609 21.7097
792.616 21.4042
792.623 21.0724
792.630 20.7262
792.637 20.3786
792.644 20.0440
792.651 19.7380
792.658 19.4773
792.665 19.2813
792.671 19.1664
792.677 19.1235
792.684 19.1503
792.690 19.2313
792.696 19.3369
792.703 19.4160
792.706 19.4291
792.709 19.4152
792.712 19.3688
792.715 19.2895
792.716 19.2832
792.716 19.2564
792.717 19.2272
792.719 19.1618
792.722 19.0030
792.725 18.8090
792.728 18.5833
792.735 18.0556
792.741 17.4695
792.748 16.8429
792.754 16.2129
792.760 15.5985
792.767 15.0198
792.774 14.3885
792.781 13.8016
792.789 13.2581
792.796 12.7556
792.803 12.2908
792.810 11.8602
792.818 11.4606
792.825 11.0940
792.832 10.7475
792.840 10.4240
792.847 10.1214
792.854 9.84158
792.861 9.57517
792.869 9.32472
792.876 9.08894
792.883 8.86964
792.890 8.65972
792.898 8.46139
792.912 8.09628
792.927 7.76860
792.941 7.47559
792.956 7.20931
792.971 6.97017
792.985 6.75211
793.000 6.55577
793.014 6.37643
793.029 6.21376
793.043 6.06624
793.058 5.93343
793.073 5.81237
793.087 5.70374
793.102 5.60518
793.116 5.51731
793.131 5.43828
793.145 5.36860
793.174 5.25344
793.203 5.16882
793.233 5.11271
793.262 5.08384
793.291 5.08200
793.320 5.10741
793.349 5.16123
793.378 5.24588
793.407 5.36388
793.422 5.43704
793.436 5.51981
793.451 5.61409
793.466 5.71951
793.480 5.83853
793.495 5.97166
793.509 6.12024
793.524 6.28459
793.538 6.46867
793.553 6.67183
793.568 6.89895
793.582 7.14915
793.597 7.42829
793.611 7.73497
793.626 8.07583
793.640 8.44829
793.655 8.85894
793.669 9.30251
793.684 9.78356
793.698 10.2911
793.717 10.9714
793.736 11.6543
793.754 12.2885
793.764 12.5657
793.773 12.8027
793.782 12.9885
793.791 13.1126
793.801 13.1657
793.810 13.1403
793.819 13.0324
793.829 12.8413
793.838 12.5702
793.847 12.2303
793.856 11.8244
793.866 11.3682
793.875 10.8754
793.884 10.3597
793.903 9.30945
793.912 8.79577
793.922 8.30026
793.931 7.82833
793.940 7.38361
793.949 6.96820
793.959 6.58297
793.968 6.22787
793.977 5.90213
793.987 5.60453
793.996 5.33629
794.005 5.08989
794.014 4.86659
794.024 4.66461
794.033 4.48220
794.042 4.31770
794.052 4.16954
794.061 4.03627
794.070 3.91777
794.079 3.81025
794.089 3.71396
794.098 3.62788
794.107 3.55109
794.126 3.42218
794.144 3.32203
794.163 3.24500
794.182 3.18800
794.200 3.14806
794.219 3.12290
794.237 3.11032
794.256 3.10896
794.275 3.11758
794.293 3.13508
794.312 3.16087
794.330 3.19428
794.349 3.23486
794.367 3.28197
794.386 3.33591
794.405 3.39630
794.423 3.46305
794.442 3.53579
794.460 3.61536
794.479 3.70154
794.497 3.79452
794.516 3.89402
794.535 4.00141
794.553 4.11594
794.572 4.23928
794.590 4.37061
794.609 4.51195
794.627 4.66326
794.646 4.82530
794.664 4.99796
794.683 5.18403
794.702 5.38369
794.720 5.59813
794.739 5.82741
794.757 6.07550
794.776 6.34290
794.795 6.63151
794.813 6.94173
794.832 7.27929
